,nombres,edades,generos,ciudades,hijos,mascotas,vehiculos,salarios
2596,persona_2596,60,F,Cajica,2,7,2,1442
2597,persona_2597,30,M,Zipaquira,3,5,1,2155
2598,persona_2598,52,M,Cota,3,4,1,2658
2599,persona_2599,22,F,Cajica,0,9,2,3091
2600,persona_2600,27,M,Zipaquira,0,0,1,4966
2601,persona_2601,50,M,Bogotá,1,7,1,1448
2602,persona_2602,54,F,Cota,0,2,0,1791
2603,persona_2603,27,F,Chía,3,0,0,1732
2604,persona_2604,69,M,Zipaquira,2,3,2,1503
2605,persona_2605,42,F,Chía,0,7,1,4104
2606,persona_2606,61,F,Chía,2,5,1,4193
2607,persona_2607,61,F,Zipaquira,2,1,2,1253
2608,persona_2608,21,M,Zipaquira,2,1,2,4685
2609,persona_2609,24,F,Zipaquira,3,9,1,1989
2610,persona_2610,47,M,Bogotá,2,5,1,2624
2611,persona_2611,28,M,Cota,0,7,1,1289
2612,persona_2612,54,F,Cajica,1,6,2,1020
2613,persona_2613,60,F,Cota,1,5,2,4244
2614,persona_2614,37,M,Chía,2,10,0,1349
2615,persona_2615,68,F,Cota,1,7,0,4189
2616,persona_2616,46,M,Cajica,2,9,1,1117
2617,persona_2617,62,M,Bogotá,1,3,2,1070
2618,persona_2618,62,F,Cota,3,10,0,3021
2619,persona_2619,64,F,Chía,0,4,0,4318
2620,persona_2620,58,F,Zipaquira,0,7,1,2307
2621,persona_2621,43,F,Bogotá,1,6,0,2230
2622,persona_2622,51,M,Chía,0,7,1,2379
2623,persona_2623,35,F,Cajica,2,8,1,3575
2624,persona_2624,47,F,Chía,0,3,0,3287
2625,persona_2625,33,F,Chía,2,7,0,2915
2626,persona_2626,53,M,Zipaquira,2,10,0,4229
2627,persona_2627,67,M,Bogotá,2,9,1,1008
2628,persona_2628,55,F,Chía,2,9,0,4676
2629,persona_2629,69,F,Chía,0,7,1,4994
2630,persona_2630,35,F,Chía,0,5,2,1308
2631,persona_2631,67,M,Cota,3,1,2,4568
2632,persona_2632,23,F,Chía,2,3,0,1050
2633,persona_2633,49,F,Cota,2,10,2,2455
2634,persona_2634,66,F,Bogotá,2,5,2,1384
2635,persona_2635,46,M,Cajica,1,3,2,2862
2636,persona_2636,33,M,Bogotá,2,1,0,2341
2637,persona_2637,36,F,Cajica,3,4,1,2866
2638,persona_2638,55,F,Cajica,3,5,2,3860
2639,persona_2639,59,M,Chía,3,2,0,933
2640,persona_2640,44,F,Zipaquira,0,10,2,1583
2641,persona_2641,57,M,Bogotá,2,1,0,1048
2642,persona_2642,68,F,Cota,2,7,1,3868
2643,persona_2643,66,M,Bogotá,2,7,0,3791
2644,persona_2644,26,F,Chía,2,10,0,3264
2645,persona_2645,64,F,Cota,3,5,2,3729
2646,persona_2646,39,M,Zipaquira,0,6,2,2411
2647,persona_2647,59,M,Zipaquira,1,3,1,3632
2648,persona_2648,33,F,Cota,0,1,1,4546
2649,persona_2649,33,F,Bogotá,0,5,2,3131
2650,persona_2650,48,F,Cajica,1,3,2,3266
2651,persona_2651,62,M,Cajica,3,3,1,2187
2652,persona_2652,69,M,Chía,0,3,2,3908
2653,persona_2653,60,M,Bogotá,3,7,1,4538
2654,persona_2654,47,M,Cajica,1,1,2,2229
2655,persona_2655,24,M,Zipaquira,1,9,2,1173
2656,persona_2656,37,M,Zipaquira,1,8,2,2800
2657,persona_2657,48,F,Cota,1,10,1,4982
2658,persona_2658,68,F,Zipaquira,3,7,0,4174
2659,persona_2659,24,F,Chía,2,6,2,3663
2660,persona_2660,51,M,Chía,2,8,2,4287
2661,persona_2661,43,M,Cajica,1,8,2,1588
2662,persona_2662,70,F,Zipaquira,3,10,1,2647
2663,persona_2663,61,F,Cota,1,8,2,1627
2664,persona_2664,57,M,Bogotá,3,4,1,3108
2665,persona_2665,40,M,Cota,0,7,1,4225
2666,persona_2666,33,F,Zipaquira,2,1,0,3559
2667,persona_2667,26,F,Cota,1,9,2,3134
2668,persona_2668,24,F,Chía,2,9,1,969
2669,persona_2669,20,M,Chía,2,5,0,3837
2670,persona_2670,60,F,Bogotá,3,9,0,1655
2671,persona_2671,68,M,Chía,3,5,1,3989
2672,persona_2672,31,F,Cota,3,7,1,3098
2673,persona_2673,26,F,Cajica,0,8,2,1693
2674,persona_2674,28,F,Zipaquira,2,8,0,1603
2675,persona_2675,58,M,Chía,2,4,0,1414
2676,persona_2676,42,M,Bogotá,3,0,0,1441
2677,persona_2677,60,F,Bogotá,2,10,2,3634
2678,persona_2678,46,M,Zipaquira,1,2,2,3746
2679,persona_2679,29,M,Chía,2,0,2,2268
2680,persona_2680,26,M,Cota,2,9,0,1426
2681,persona_2681,59,M,Bogotá,0,1,2,2245
2682,persona_2682,32,M,Cota,2,1,2,2749
2683,persona_2683,26,F,Bogotá,3,3,2,2988
2684,persona_2684,52,M,Bogotá,3,0,1,2371
2685,persona_2685,60,F,Cota,1,8,0,1394
2686,persona_2686,41,F,Chía,0,8,0,4094
2687,persona_2687,33,M,Cota,0,1,1,3548
2688,persona_2688,56,F,Bogotá,1,7,2,2614
2689,persona_2689,51,M,Bogotá,1,4,1,3180
2690,persona_2690,65,M,Bogotá,0,3,2,2396
2691,persona_2691,30,F,Cajica,0,10,2,3770
2692,persona_2692,67,F,Cajica,3,2,0,1158
2693,persona_2693,31,F,Cota,3,4,0,4732
2694,persona_2694,50,F,Bogotá,3,2,2,4923
2695,persona_2695,44,M,Cota,0,3,0,3459
2696,persona_2696,32,M,Zipaquira,0,3,0,1626
2697,persona_2697,24,F,Zipaquira,3,2,2,4207
2698,persona_2698,59,M,Cajica,1,2,0,1498
2699,persona_2699,25,F,Chía,2,5,2,3062
2700,persona_2700,63,M,Bogotá,3,8,2,1247
2701,persona_2701,61,F,Zipaquira,3,1,1,3413
2702,persona_2702,34,M,Cajica,0,10,0,4768
2703,persona_2703,24,M,Bogotá,1,2,0,3095
2704,persona_2704,35,M,Bogotá,3,4,0,4579
2705,persona_2705,59,F,Bogotá,0,9,2,3066
2706,persona_2706,33,M,Zipaquira,2,0,1,3416
2707,persona_2707,36,F,Bogotá,2,7,2,4308
2708,persona_2708,44,F,Zipaquira,2,9,0,4119
2709,persona_2709,65,M,Bogotá,0,7,1,1014
2710,persona_2710,33,M,Cajica,0,0,0,3211
2711,persona_2711,48,M,Bogotá,0,10,1,2199
2712,persona_2712,55,M,Bogotá,1,9,2,1018
2713,persona_2713,61,F,Zipaquira,3,9,0,2130
2714,persona_2714,70,M,Bogotá,2,0,0,1593
2715,persona_2715,27,F,Chía,2,9,0,2481
2716,persona_2716,48,F,Chía,3,3,2,3935
2717,persona_2717,55,F,Cota,2,9,2,1264
2718,persona_2718,30,M,Cajica,2,4,0,2150
2719,persona_2719,32,M,Cota,3,4,2,4539
2720,persona_2720,67,M,Bogotá,1,9,0,3705
2721,persona_2721,53,F,Cajica,0,0,1,3725
2722,persona_2722,56,F,Zipaquira,0,1,2,4624
2723,persona_2723,56,M,Zipaquira,3,4,0,1486
2724,persona_2724,64,F,Cota,3,3,2,4224
2725,persona_2725,44,M,Zipaquira,3,8,0,4508
2726,persona_2726,41,M,Cajica,0,7,0,1381
2727,persona_2727,61,M,Cota,0,2,2,1088
2728,persona_2728,39,M,Chía,1,4,1,3172
2729,persona_2729,28,M,Zipaquira,3,0,0,4212
2730,persona_2730,45,F,Cota,3,10,1,4841
2731,persona_2731,61,F,Cota,2,10,2,4208
2732,persona_2732,26,M,Bogotá,3,5,1,4689
2733,persona_2733,50,F,Chía,2,4,1,1366
2734,persona_2734,51,M,Cota,3,4,1,3036
2735,persona_2735,56,M,Chía,3,7,2,3826
2736,persona_2736,35,F,Cota,3,8,2,1514
2737,persona_2737,64,F,Bogotá,1,6,0,1135
2738,persona_2738,29,M,Chía,3,8,2,2215
2739,persona_2739,61,F,Cota,0,3,0,4012
2740,persona_2740,59,F,Zipaquira,3,6,1,4510
2741,persona_2741,29,M,Zipaquira,2,4,1,1704
2742,persona_2742,29,M,Chía,2,5,1,3538
2743,persona_2743,68,F,Chía,2,5,2,3523
2744,persona_2744,28,M,Bogotá,3,3,2,1902
2745,persona_2745,56,M,Chía,2,5,1,2971
2746,persona_2746,61,M,Chía,1,7,1,1600
2747,persona_2747,25,M,Zipaquira,2,0,1,4655
2748,persona_2748,59,F,Cota,3,5,1,4096
2749,persona_2749,50,F,Bogotá,1,6,1,4987
2750,persona_2750,35,F,Bogotá,1,6,0,971
2751,persona_2751,66,F,Cajica,0,6,0,4074
2752,persona_2752,20,F,Bogotá,3,6,1,2376
2753,persona_2753,46,M,Chía,0,0,0,1019
2754,persona_2754,40,F,Bogotá,1,9,0,1535
2755,persona_2755,36,F,Cajica,1,3,0,4873
2756,persona_2756,60,F,Cajica,2,3,2,1471
2757,persona_2757,49,M,Bogotá,2,0,1,977
2758,persona_2758,31,F,Zipaquira,1,9,2,3679
2759,persona_2759,35,M,Zipaquira,3,8,2,2307
2760,persona_2760,49,M,Zipaquira,3,0,2,1052
2761,persona_2761,32,M,Bogotá,3,5,2,4405
2762,persona_2762,26,M,Bogotá,3,5,2,1472
2763,persona_2763,70,F,Cajica,1,2,2,3913
2764,persona_2764,33,F,Cajica,0,2,0,3343
2765,persona_2765,30,M,Cota,1,2,0,1934
2766,persona_2766,49,F,Cajica,2,10,2,1321
2767,persona_2767,47,M,Bogotá,1,9,2,3940
2768,persona_2768,35,F,Chía,3,0,0,1548
2769,persona_2769,27,M,Cajica,0,9,2,4749
2770,persona_2770,58,F,Chía,2,2,1,4400
2771,persona_2771,43,F,Cota,0,4,1,3354
2772,persona_2772,70,M,Zipaquira,0,10,0,1435
2773,persona_2773,66,F,Chía,2,3,1,3496
2774,persona_2774,63,M,Zipaquira,1,0,0,1481
2775,persona_2775,55,M,Zipaquira,2,4,1,1813
2776,persona_2776,44,M,Cota,1,1,2,2876
2777,persona_2777,30,F,Chía,1,2,1,2097
2778,persona_2778,55,F,Zipaquira,2,10,0,2357
2779,persona_2779,52,M,Bogotá,3,10,0,3516
2780,persona_2780,36,F,Zipaquira,3,2,1,2077
2781,persona_2781,24,F,Cajica,0,10,2,2730
2782,persona_2782,52,F,Chía,0,4,1,952
2783,persona_2783,68,M,Zipaquira,3,0,0,1815
2784,persona_2784,46,F,Zipaquira,1,6,1,1118
2785,persona_2785,65,M,Zipaquira,2,2,0,909
2786,persona_2786,37,M,Zipaquira,3,7,0,1495
2787,persona_2787,55,F,Chía,3,2,2,1211
2788,persona_2788,26,F,Bogotá,3,2,2,3085
2789,persona_2789,20,F,Cajica,2,5,2,1749
2790,persona_2790,32,F,Cota,3,3,1,1586
2791,persona_2791,24,M,Cajica,2,6,1,2641
2792,persona_2792,32,M,Bogotá,1,5,1,3312
2793,persona_2793,22,M,Cajica,2,2,1,3445
2794,persona_2794,58,M,Zipaquira,2,6,1,3297
2795,persona_2795,45,F,Cajica,3,10,1,1741
2796,persona_2796,59,M,Cota,0,3,2,2671
2797,persona_2797,31,M,Chía,3,1,0,3413
2798,persona_2798,59,F,Chía,0,9,2,4366
2799,persona_2799,33,M,Bogotá,3,5,2,3145
2800,persona_2800,29,F,Cajica,1,10,1,2300
2801,persona_2801,44,M,Cota,3,4,1,4212
2802,persona_2802,28,F,Chía,1,9,0,2459
2803,persona_2803,56,M,Chía,1,7,1,3546
2804,persona_2804,23,F,Cajica,0,5,2,2077
2805,persona_2805,70,M,Zipaquira,2,0,0,2847
2806,persona_2806,24,M,Bogotá,1,5,2,2708
2807,persona_2807,31,M,Zipaquira,3,4,0,3176
2808,persona_2808,60,M,Zipaquira,1,8,2,4493
2809,persona_2809,24,M,Bogotá,0,10,1,3333
2810,persona_2810,42,M,Cota,3,1,2,3441
2811,persona_2811,57,F,Cajica,2,4,1,2072
2812,persona_2812,62,M,Cajica,3,8,2,2592
2813,persona_2813,61,F,Cota,0,6,2,4147
2814,persona_2814,24,F,Bogotá,1,8,1,1769
2815,persona_2815,30,M,Zipaquira,0,5,0,3748
2816,persona_2816,30,F,Bogotá,3,7,1,1421
2817,persona_2817,48,M,Cota,1,7,2,1809
2818,persona_2818,56,M,Zipaquira,2,9,1,2283
2819,persona_2819,23,F,Zipaquira,3,4,1,3792
2820,persona_2820,51,M,Bogotá,0,3,0,3027
2821,persona_2821,65,M,Cajica,0,9,1,1166
2822,persona_2822,34,F,Bogotá,2,1,2,4725
2823,persona_2823,62,F,Zipaquira,2,10,1,1030
2824,persona_2824,48,F,Zipaquira,0,2,2,3850
2825,persona_2825,69,M,Bogotá,2,3,2,2715
2826,persona_2826,60,F,Chía,3,5,0,3121
2827,persona_2827,49,F,Zipaquira,1,0,0,1725
2828,persona_2828,64,M,Cota,1,10,0,2124
2829,persona_2829,49,M,Chía,2,9,2,2799
2830,persona_2830,24,F,Cota,3,8,2,2197
2831,persona_2831,37,M,Bogotá,2,2,0,2286
2832,persona_2832,50,F,Zipaquira,3,10,1,4956
2833,persona_2833,68,M,Cota,3,8,1,4921
2834,persona_2834,49,F,Zipaquira,2,3,1,2323
2835,persona_2835,21,F,Cajica,1,1,1,3504
2836,persona_2836,28,F,Cota,2,9,0,2649
2837,persona_2837,42,F,Chía,3,10,0,1974
2838,persona_2838,45,M,Cajica,3,4,1,2131
2839,persona_2839,43,F,Bogotá,0,7,2,4868
2840,persona_2840,56,F,Bogotá,2,4,0,3882
2841,persona_2841,66,F,Chía,2,10,1,1881
2842,persona_2842,21,M,Bogotá,3,0,0,2787
2843,persona_2843,33,M,Cota,2,0,0,2881
2844,persona_2844,42,M,Bogotá,2,6,0,3895
2845,persona_2845,31,M,Cajica,2,7,1,3859
2846,persona_2846,62,M,Zipaquira,0,5,1,3051
2847,persona_2847,69,M,Zipaquira,1,6,2,3598
2848,persona_2848,37,F,Bogotá,1,3,1,3088
2849,persona_2849,54,F,Bogotá,0,8,2,2202
2850,persona_2850,46,M,Cajica,2,5,2,3713
2851,persona_2851,64,M,Cota,3,10,1,1907
2852,persona_2852,45,M,Chía,0,6,1,3908
2853,persona_2853,26,F,Bogotá,0,2,0,4728
2854,persona_2854,59,M,Chía,1,1,1,1945
2855,persona_2855,43,M,Bogotá,2,9,1,3925
2856,persona_2856,43,M,Cota,3,8,2,1585
2857,persona_2857,49,M,Zipaquira,3,0,0,1690
2858,persona_2858,67,M,Zipaquira,3,9,1,3797
2859,persona_2859,42,M,Chía,2,10,1,4308
2860,persona_2860,43,M,Cota,0,8,2,3637
2861,persona_2861,33,M,Cota,1,8,2,3624
2862,persona_2862,27,M,Cota,3,7,2,3299
2863,persona_2863,26,M,Bogotá,0,2,0,1842
2864,persona_2864,33,M,Zipaquira,3,1,2,2845
2865,persona_2865,68,F,Cajica,1,9,0,2401
2866,persona_2866,21,M,Chía,3,6,1,3450
2867,persona_2867,37,M,Cota,3,1,1,1259
2868,persona_2868,51,F,Zipaquira,3,3,2,4819
2869,persona_2869,35,F,Zipaquira,0,8,1,3023
2870,persona_2870,32,F,Bogotá,1,9,0,4746
2871,persona_2871,61,F,Cota,2,1,1,4889
2872,persona_2872,30,M,Chía,0,2,0,1100
2873,persona_2873,21,M,Bogotá,2,2,1,3708
2874,persona_2874,65,M,Cajica,3,4,0,1985
2875,persona_2875,65,M,Zipaquira,1,4,0,3825
2876,persona_2876,50,F,Bogotá,2,8,0,2689
2877,persona_2877,56,M,Cajica,2,5,0,4673
2878,persona_2878,70,F,Bogotá,1,1,2,1649
2879,persona_2879,50,F,Cajica,0,10,1,3031
2880,persona_2880,24,M,Bogotá,3,2,2,1847
2881,persona_2881,30,F,Zipaquira,3,8,0,2326
2882,persona_2882,37,F,Bogotá,3,3,1,3332
2883,persona_2883,66,F,Cota,2,0,2,2256
2884,persona_2884,43,M,Cota,1,1,2,2713
2885,persona_2885,52,F,Cota,1,5,0,2320
2886,persona_2886,29,F,Chía,0,9,0,3653
2887,persona_2887,43,F,Zipaquira,3,2,2,1311
2888,persona_2888,36,F,Cajica,1,2,2,2540
2889,persona_2889,54,M,Zipaquira,0,2,1,1393
2890,persona_2890,50,F,Chía,3,5,2,4031
2891,persona_2891,63,M,Zipaquira,3,0,0,3171
2892,persona_2892,49,F,Bogotá,3,1,0,1817
2893,persona_2893,69,F,Chía,2,9,0,2397
2894,persona_2894,27,M,Zipaquira,0,3,1,4957
2895,persona_2895,27,M,Bogotá,2,1,2,1146
2896,persona_2896,65,F,Cajica,2,8,2,2043
2897,persona_2897,40,M,Chía,2,0,0,3139
2898,persona_2898,28,F,Zipaquira,3,3,1,3878
2899,persona_2899,51,M,Cajica,3,5,2,1696
2900,persona_2900,25,F,Cota,0,4,0,1651
2901,persona_2901,35,M,Cajica,3,0,1,2876
2902,persona_2902,28,M,Cota,1,10,2,2235
2903,persona_2903,68,F,Cota,2,6,0,4757
2904,persona_2904,55,F,Chía,2,2,2,1928
2905,persona_2905,20,M,Bogotá,2,0,2,2726
2906,persona_2906,65,M,Cota,2,7,2,3285
2907,persona_2907,34,M,Cajica,3,6,2,4272
2908,persona_2908,20,M,Bogotá,1,2,0,3985
2909,persona_2909,32,M,Bogotá,1,2,0,1608
2910,persona_2910,49,M,Cota,2,6,0,1975
2911,persona_2911,33,F,Cajica,1,7,0,3452
2912,persona_2912,53,M,Bogotá,0,4,1,2271
2913,persona_2913,32,F,Cota,3,3,1,4436
2914,persona_2914,58,M,Zipaquira,3,0,1,2685
2915,persona_2915,57,F,Chía,1,6,2,1749
2916,persona_2916,41,M,Chía,2,7,2,1034
2917,persona_2917,32,F,Cota,0,6,2,2215
2918,persona_2918,60,F,Cajica,3,3,2,2834
2919,persona_2919,55,F,Cajica,3,6,1,4925
2920,persona_2920,28,F,Cajica,3,8,2,1632
2921,persona_2921,33,M,Cajica,2,0,0,1351
2922,persona_2922,49,M,Cajica,0,7,1,3670
2923,persona_2923,36,F,Cota,0,7,1,1982
2924,persona_2924,49,M,Chía,2,8,0,1744
2925,persona_2925,56,M,Cajica,0,4,2,1240
2926,persona_2926,63,F,Chía,2,3,0,4843
2927,persona_2927,44,F,Cajica,2,1,0,4674
2928,persona_2928,69,M,Cajica,3,9,2,909
2929,persona_2929,70,F,Cota,0,6,0,1495
2930,persona_2930,67,M,Zipaquira,2,5,0,2057
2931,persona_2931,21,F,Bogotá,3,4,2,4666
2932,persona_2932,63,M,Chía,1,10,0,1576
2933,persona_2933,38,F,Bogotá,1,2,2,4655
2934,persona_2934,22,M,Zipaquira,0,8,2,4412
2935,persona_2935,48,M,Cota,3,1,2,1563
2936,persona_2936,53,M,Cota,2,5,0,913
2937,persona_2937,47,F,Bogotá,0,7,2,3571
2938,persona_2938,64,M,Bogotá,1,9,0,3725
2939,persona_2939,47,F,Bogotá,0,3,0,2306
2940,persona_2940,24,F,Cota,2,8,0,1739
2941,persona_2941,64,M,Zipaquira,2,4,1,4633
2942,persona_2942,48,F,Chía,3,9,2,2007
2943,persona_2943,41,F,Chía,3,3,2,2647
2944,persona_2944,50,F,Chía,0,0,0,2164
2945,persona_2945,44,F,Zipaquira,3,10,1,973
2946,persona_2946,52,M,Chía,2,8,0,4420
2947,persona_2947,51,F,Bogotá,2,9,2,2390
2948,persona_2948,63,M,Bogotá,0,1,0,1352
2949,persona_2949,60,F,Cota,0,10,1,2098
2950,persona_2950,27,F,Cota,1,4,0,1673
2951,persona_2951,50,F,Cajica,2,2,0,3957
2952,persona_2952,48,M,Cajica,3,7,2,3028
2953,persona_2953,27,F,Cota,0,0,0,2574
2954,persona_2954,39,F,Bogotá,2,10,1,2326
2955,persona_2955,36,M,Cajica,2,0,1,1315
2956,persona_2956,26,F,Cota,0,3,2,4736
2957,persona_2957,46,F,Cota,1,3,1,3493
2958,persona_2958,46,F,Cota,1,0,0,2856
2959,persona_2959,46,M,Bogotá,1,4,1,3598
2960,persona_2960,60,M,Bogotá,2,10,2,4080
2961,persona_2961,36,M,Chía,0,6,1,2442
2962,persona_2962,34,F,Cota,2,6,2,3529
2963,persona_2963,58,F,Bogotá,0,4,2,4089
2964,persona_2964,24,M,Cota,1,7,2,4594
2965,persona_2965,29,M,Cota,1,2,2,4680
2966,persona_2966,29,M,Zipaquira,0,2,0,3872
2967,persona_2967,45,M,Cajica,1,4,2,1731
2968,persona_2968,26,F,Chía,1,2,0,3631
2969,persona_2969,57,M,Cota,1,5,1,993
2970,persona_2970,31,F,Chía,1,7,0,3793
2971,persona_2971,63,F,Zipaquira,3,6,1,3354
2972,persona_2972,23,M,Chía,0,6,1,1319
2973,persona_2973,38,F,Cota,0,1,0,3329
2974,persona_2974,39,M,Zipaquira,1,7,2,3113
2975,persona_2975,33,F,Cota,1,0,0,2165
2976,persona_2976,42,M,Cota,0,0,2,3882
2977,persona_2977,45,M,Cota,3,0,1,4089
2978,persona_2978,44,F,Cajica,0,4,2,1540
2979,persona_2979,32,F,Chía,0,6,2,2438
2980,persona_2980,55,M,Cota,1,6,1,1440
2981,persona_2981,60,M,Cajica,1,5,2,2845
2982,persona_2982,35,M,Cota,1,6,0,3150
2983,persona_2983,51,M,Cota,0,6,1,1573
2984,persona_2984,58,M,Bogotá,0,4,1,919
2985,persona_2985,34,M,Cajica,3,6,0,1110
2986,persona_2986,66,M,Bogotá,0,9,1,979
2987,persona_2987,65,M,Chía,1,0,2,4715
2988,persona_2988,24,F,Cajica,0,0,1,4120
2989,persona_2989,24,M,Cajica,3,10,1,4060
2990,persona_2990,70,M,Chía,0,10,2,4732
2991,persona_2991,66,F,Zipaquira,3,7,2,1777
2992,persona_2992,46,F,Cota,3,0,0,1992
2993,persona_2993,55,M,Cajica,2,6,1,4466
2994,persona_2994,70,M,Zipaquira,3,0,0,4107
2995,persona_2995,68,M,Chía,0,3,2,3293
2996,persona_2996,51,F,Cota,2,10,1,3552
2997,persona_2997,20,F,Chía,1,9,2,3124
2998,persona_2998,25,F,Cota,0,1,0,2431
2999,persona_2999,44,F,Cajica,3,9,2,4408
3000,persona_3000,70,M,Zipaquira,0,6,1,1639
3001,persona_3001,38,M,Cajica,3,3,0,2168
3002,persona_3002,57,F,Zipaquira,3,4,0,2115
3003,persona_3003,37,M,Zipaquira,1,0,2,4894
3004,persona_3004,45,F,Cajica,2,3,2,4657
3005,persona_3005,46,M,Bogotá,3,5,1,1774
3006,persona_3006,23,F,Chía,2,6,0,1093
3007,persona_3007,54,F,Bogotá,3,9,2,3300
3008,persona_3008,22,F,Cajica,1,5,0,3879
3009,persona_3009,61,F,Cota,2,2,1,3941
3010,persona_3010,36,F,Cajica,1,9,0,4411
3011,persona_3011,69,M,Chía,0,7,0,3661
3012,persona_3012,65,M,Cota,0,4,0,2567
3013,persona_3013,59,M,Cota,1,9,2,3943
3014,persona_3014,35,F,Bogotá,0,7,2,2489
3015,persona_3015,39,F,Cota,0,6,2,2215
3016,persona_3016,65,M,Bogotá,2,9,0,3435
3017,persona_3017,22,M,Zipaquira,1,0,0,3332
3018,persona_3018,64,M,Chía,1,1,0,2826
3019,persona_3019,29,F,Bogotá,1,0,1,1473
3020,persona_3020,25,F,Chía,1,5,1,4308
3021,persona_3021,28,F,Zipaquira,3,7,1,3065
3022,persona_3022,29,F,Cajica,1,1,0,1098
3023,persona_3023,53,F,Bogotá,3,8,2,1765
3024,persona_3024,32,F,Cota,0,6,0,3484
3025,persona_3025,24,F,Cajica,2,7,0,4963
3026,persona_3026,47,M,Bogotá,1,0,0,1303
3027,persona_3027,52,F,Bogotá,3,6,2,4436
3028,persona_3028,39,F,Cajica,2,3,2,2222
3029,persona_3029,66,F,Cajica,0,5,1,1220
3030,persona_3030,44,M,Zipaquira,2,1,0,4967
3031,persona_3031,23,F,Bogotá,3,6,2,2233
3032,persona_3032,47,F,Chía,2,1,2,3547
3033,persona_3033,53,M,Zipaquira,3,3,1,3258
3034,persona_3034,42,F,Cajica,3,2,0,3463
3035,persona_3035,49,M,Chía,3,4,1,3712
3036,persona_3036,49,M,Zipaquira,0,7,2,4623
3037,persona_3037,28,F,Bogotá,1,0,0,3738
3038,persona_3038,55,F,Zipaquira,3,5,2,3629
3039,persona_3039,34,F,Chía,3,9,1,3086
3040,persona_3040,33,F,Chía,3,9,0,1467
3041,persona_3041,53,F,Chía,1,10,1,2082
3042,persona_3042,64,M,Cajica,0,0,1,4947
3043,persona_3043,49,M,Zipaquira,0,3,2,4014
3044,persona_3044,50,M,Cajica,1,9,2,3552
3045,persona_3045,49,F,Cajica,2,7,1,1906
3046,persona_3046,22,M,Cota,2,0,2,918
3047,persona_3047,67,F,Cota,3,5,0,2816
3048,persona_3048,27,M,Chía,0,2,2,4015
3049,persona_3049,60,F,Zipaquira,0,5,2,2405
3050,persona_3050,70,M,Zipaquira,0,0,2,4336
3051,persona_3051,23,M,Cota,2,3,2,2591
3052,persona_3052,30,M,Chía,2,8,1,1385
3053,persona_3053,32,F,Cajica,1,6,2,4549
3054,persona_3054,26,F,Zipaquira,0,2,1,2405
3055,persona_3055,30,M,Cajica,3,8,1,2048
3056,persona_3056,64,F,Cota,3,7,0,1309
3057,persona_3057,44,F,Bogotá,1,7,1,2631
3058,persona_3058,62,M,Bogotá,1,1,0,4374
3059,persona_3059,45,M,Zipaquira,3,2,2,1818
3060,persona_3060,65,M,Cajica,3,0,2,3284
3061,persona_3061,41,F,Chía,0,2,1,3742
3062,persona_3062,69,M,Cota,1,4,1,2975
3063,persona_3063,20,M,Cota,3,3,0,1123
3064,persona_3064,48,M,Cota,3,9,1,2300
3065,persona_3065,34,M,Cota,2,10,1,4564
3066,persona_3066,30,M,Chía,2,3,0,2748
3067,persona_3067,65,M,Chía,1,2,2,2264
3068,persona_3068,27,F,Chía,2,0,0,4992
3069,persona_3069,31,F,Cajica,3,6,0,1339
3070,persona_3070,42,M,Cota,2,9,0,2975
3071,persona_3071,44,M,Cota,0,6,2,1169
3072,persona_3072,27,M,Zipaquira,1,5,0,4330
3073,persona_3073,31,M,Cajica,1,7,0,3644
3074,persona_3074,53,M,Bogotá,3,2,1,1159
3075,persona_3075,41,M,Chía,2,1,1,3505
3076,persona_3076,67,M,Chía,0,6,2,3523
3077,persona_3077,49,F,Cota,0,7,0,3181
3078,persona_3078,46,F,Cajica,1,7,2,3254
3079,persona_3079,68,F,Zipaquira,1,6,0,2827
3080,persona_3080,24,F,Bogotá,1,2,1,2398
3081,persona_3081,50,M,Cota,0,3,1,4760
3082,persona_3082,43,M,Cajica,1,0,0,1206
3083,persona_3083,63,F,Chía,3,2,1,3638
3084,persona_3084,56,M,Chía,0,9,1,2895
3085,persona_3085,21,M,Zipaquira,1,1,2,2914
3086,persona_3086,25,M,Zipaquira,0,1,2,4050
3087,persona_3087,23,F,Cota,2,8,2,3468
3088,persona_3088,60,F,Chía,3,9,2,1975
3089,persona_3089,33,M,Cajica,1,4,1,3401
3090,persona_3090,67,M,Cajica,0,9,1,2819
3091,persona_3091,24,F,Zipaquira,0,2,1,2811
3092,persona_3092,29,F,Chía,1,5,0,3955
3093,persona_3093,37,F,Chía,3,3,2,4686
3094,persona_3094,35,M,Zipaquira,3,9,0,2406
3095,persona_3095,68,M,Bogotá,2,7,2,2097
3096,persona_3096,62,F,Zipaquira,2,5,2,3855
3097,persona_3097,63,F,Chía,1,6,1,1865
3098,persona_3098,62,M,Bogotá,3,10,0,4771
3099,persona_3099,65,M,Cajica,3,10,0,2063
3100,persona_3100,33,F,Chía,2,2,0,1215
3101,persona_3101,44,M,Zipaquira,2,7,0,3062
3102,persona_3102,66,M,Cajica,1,9,2,2232
3103,persona_3103,21,F,Bogotá,1,7,0,1689
3104,persona_3104,69,M,Chía,1,3,2,2660
3105,persona_3105,30,F,Cajica,2,5,1,1963
3106,persona_3106,55,M,Cota,0,4,1,4301
3107,persona_3107,28,F,Cajica,1,8,1,4210
3108,persona_3108,40,F,Cajica,3,0,0,4518
3109,persona_3109,33,F,Cota,1,3,2,2710
