,nombres,edades,generos,ciudades,hijos,mascotas,vehiculos,salarios
2471,persona_2471,45,F,Chía,3,3,1,1062
2472,persona_2472,39,F,Cota,1,9,0,2199
2473,persona_2473,49,F,Chía,2,0,2,1825
2474,persona_2474,44,F,Cota,1,7,0,3795
2475,persona_2475,40,F,Chía,3,8,2,4950
2476,persona_2476,43,F,Bogotá,1,6,2,1127
2477,persona_2477,49,M,Zipaquira,1,1,2,2845
2478,persona_2478,64,M,Chía,0,3,1,1695
2479,persona_2479,54,F,Chía,0,4,2,4289
2480,persona_2480,66,F,Zipaquira,1,8,0,2895
2481,persona_2481,20,M,Cajica,3,6,0,1580
2482,persona_2482,50,F,Cota,2,9,1,2553
2483,persona_2483,26,F,Chía,3,8,2,1571
2484,persona_2484,26,F,Cota,2,0,2,2811
2485,persona_2485,49,M,Chía,0,5,1,1574
2486,persona_2486,30,M,Bogotá,2,7,2,2506
2487,persona_2487,65,M,Zipaquira,1,2,0,4686
2488,persona_2488,28,M,Zipaquira,2,10,1,1386
2489,persona_2489,34,M,Cajica,0,9,1,3637
2490,persona_2490,25,F,Chía,0,10,2,4457
2491,persona_2491,53,M,Bogotá,3,10,0,4433
2492,persona_2492,58,M,Zipaquira,3,6,0,2755
2493,persona_2493,67,M,Chía,1,3,2,2858
2494,persona_2494,50,F,Chía,2,10,2,4202
2495,persona_2495,52,M,Cota,1,2,1,1202
2496,persona_2496,43,M,Bogotá,3,4,0,2899
2497,persona_2497,41,M,Chía,3,5,2,4332
2498,persona_2498,57,M,Chía,3,10,1,3572
2499,persona_2499,31,F,Bogotá,1,9,1,1293
2500,persona_2500,64,M,Zipaquira,1,3,1,2124
2501,persona_2501,41,M,Zipaquira,1,10,0,4057
2502,persona_2502,32,M,Zipaquira,2,2,2,2418
2503,persona_2503,37,M,Zipaquira,0,7,2,1293
2504,persona_2504,52,F,Zipaquira,0,3,1,1950
2505,persona_2505,43,F,Cota,3,8,0,1607
2506,persona_2506,30,F,Chía,0,0,1,1225
2507,persona_2507,24,F,Cajica,1,1,2,2372
2508,persona_2508,63,F,Chía,0,2,0,3559
2509,persona_2509,65,F,Zipaquira,3,6,2,4634
2510,persona_2510,29,F,Chía,2,3,1,4103
2511,persona_2511,32,M,Cajica,1,1,0,4438
2512,persona_2512,69,M,Chía,0,8,0,1137
2513,persona_2513,59,M,Chía,3,4,2,3304
2514,persona_2514,30,M,Chía,0,7,2,2569
2515,persona_2515,64,M,Cajica,2,3,2,1563
2516,persona_2516,41,F,Cajica,2,9,2,2195
2517,persona_2517,42,F,Zipaquira,1,3,2,2314
2518,persona_2518,47,F,Chía,2,1,1,4340
2519,persona_2519,48,M,Bogotá,0,0,0,4692
2520,persona_2520,53,M,Cajica,1,4,2,2068
2521,persona_2521,30,F,Cajica,3,10,1,3901
2522,persona_2522,33,M,Bogotá,3,4,1,4544
2523,persona_2523,23,M,Zipaquira,0,0,0,2153
2524,persona_2524,32,M,Chía,2,5,0,2819
2525,persona_2525,31,F,Zipaquira,1,7,0,4214
2526,persona_2526,44,M,Chía,1,6,1,972
2527,persona_2527,65,F,Bogotá,2,7,0,3755
2528,persona_2528,33,M,Cajica,0,0,1,4918
2529,persona_2529,60,M,Cajica,2,3,0,1446
2530,persona_2530,23,F,Chía,1,7,0,1629
2531,persona_2531,43,M,Bogotá,0,6,2,3875
2532,persona_2532,55,M,Zipaquira,0,7,2,975
2533,persona_2533,27,F,Cajica,1,10,2,1156
2534,persona_2534,58,M,Zipaquira,3,5,2,4151
2535,persona_2535,29,M,Cota,1,2,0,1235
2536,persona_2536,30,M,Zipaquira,0,5,0,2930
2537,persona_2537,54,F,Bogotá,3,5,2,3687
2538,persona_2538,34,F,Zipaquira,3,4,0,4912
2539,persona_2539,50,M,Cota,1,5,0,2237
2540,persona_2540,56,F,Cota,0,4,0,2429
2541,persona_2541,69,M,Zipaquira,2,7,2,3487
2542,persona_2542,26,F,Zipaquira,2,6,1,2485
2543,persona_2543,35,F,Zipaquira,2,6,1,1652
2544,persona_2544,29,F,Bogotá,3,0,0,1411
2545,persona_2545,52,F,Bogotá,2,3,1,2894
2546,persona_2546,26,F,Chía,3,9,0,1750
2547,persona_2547,41,F,Zipaquira,2,3,1,4606
2548,persona_2548,29,F,Chía,2,5,2,4502
2549,persona_2549,36,M,Bogotá,3,3,0,3779
2550,persona_2550,69,F,Cota,1,5,1,3930
2551,persona_2551,65,F,Zipaquira,1,3,0,2060
2552,persona_2552,62,F,Zipaquira,2,8,0,1476
2553,persona_2553,61,F,Zipaquira,0,2,1,1816
2554,persona_2554,67,F,Chía,2,2,1,2553
2555,persona_2555,36,F,Zipaquira,0,0,1,3672
2556,persona_2556,49,F,Chía,1,7,2,4922
2557,persona_2557,26,M,Zipaquira,1,8,0,2812
2558,persona_2558,68,F,Cajica,3,6,0,3996
2559,persona_2559,60,F,Cota,2,1,1,2220
2560,persona_2560,57,M,Zipaquira,2,2,2,3969
2561,persona_2561,34,M,Bogotá,0,5,2,1869
2562,persona_2562,57,F,Chía,0,9,1,3862
2563,persona_2563,51,M,Cajica,2,5,1,2355
2564,persona_2564,50,M,Chía,1,0,1,3619
2565,persona_2565,59,F,Cajica,3,7,0,4728
2566,persona_2566,41,F,Cajica,0,7,0,2452
2567,persona_2567,35,F,Bogotá,3,6,2,3199
2568,persona_2568,68,F,Zipaquira,3,10,1,4492
2569,persona_2569,47,F,Bogotá,2,2,2,1573
2570,persona_2570,20,M,Chía,2,1,2,1078
2571,persona_2571,57,F,Chía,0,9,2,4222
2572,persona_2572,59,M,Bogotá,3,1,1,3748
2573,persona_2573,60,M,Bogotá,2,6,1,1153
2574,persona_2574,66,F,Bogotá,3,3,1,2797
2575,persona_2575,30,F,Chía,1,9,1,4560
2576,persona_2576,63,F,Bogotá,2,4,1,3507
2577,persona_2577,52,F,Zipaquira,1,7,2,1560
2578,persona_2578,40,M,Bogotá,2,8,1,963
2579,persona_2579,24,M,Bogotá,1,1,0,4493
2580,persona_2580,64,M,Chía,0,5,2,2014
2581,persona_2581,45,M,Chía,0,4,2,4862
2582,persona_2582,47,M,Zipaquira,1,5,1,3018
2583,persona_2583,52,F,Chía,3,2,1,2973
2584,persona_2584,37,F,Chía,3,6,2,4922
2585,persona_2585,59,F,Chía,3,6,0,2467
2586,persona_2586,62,M,Zipaquira,2,7,1,904
2587,persona_2587,50,M,Cajica,2,10,0,1968
2588,persona_2588,21,M,Bogotá,1,6,1,3083
2589,persona_2589,46,M,Chía,2,10,2,4065
2590,persona_2590,49,F,Zipaquira,1,0,1,3365
2591,persona_2591,52,F,Bogotá,2,6,0,2551
2592,persona_2592,29,F,Cajica,2,5,1,4711
2593,persona_2593,37,M,Cota,1,1,0,3649
2594,persona_2594,59,M,Bogotá,2,3,0,4628
2595,persona_2595,30,M,Cajica,3,9,2,3075
2596,persona_2596,30,M,Zipaquira,2,4,0,3484
2597,persona_2597,38,M,Chía,3,5,2,3700
2598,persona_2598,36,M,Cajica,1,8,2,1000
2599,persona_2599,61,F,Bogotá,2,3,0,4055
2600,persona_2600,59,M,Cota,3,10,0,4073
2601,persona_2601,69,M,Bogotá,2,5,1,3484
2602,persona_2602,60,M,Zipaquira,0,5,2,4026
2603,persona_2603,34,M,Cajica,3,8,2,2343
2604,persona_2604,67,F,Zipaquira,0,8,0,3951
2605,persona_2605,21,M,Cajica,2,10,2,1032
2606,persona_2606,54,F,Cota,0,9,1,4388
2607,persona_2607,62,M,Chía,0,7,2,1189
2608,persona_2608,30,F,Cota,0,0,2,1296
2609,persona_2609,69,M,Chía,2,9,1,1242
2610,persona_2610,24,M,Cajica,0,9,2,3236
2611,persona_2611,39,F,Bogotá,2,6,0,3695
2612,persona_2612,43,F,Bogotá,0,1,1,2658
2613,persona_2613,42,F,Bogotá,1,10,1,2080
2614,persona_2614,44,F,Cota,1,6,1,4481
2615,persona_2615,35,F,Zipaquira,0,8,0,1151
2616,persona_2616,52,M,Chía,1,6,2,1025
2617,persona_2617,40,F,Bogotá,3,0,2,3375
2618,persona_2618,49,F,Chía,0,10,2,2889
2619,persona_2619,43,F,Chía,2,8,0,2754
2620,persona_2620,38,F,Cota,2,5,0,4068
2621,persona_2621,62,M,Zipaquira,3,1,0,3847
2622,persona_2622,28,F,Bogotá,3,4,2,4459
2623,persona_2623,45,F,Cajica,0,9,1,3039
2624,persona_2624,35,M,Bogotá,1,9,1,4633
2625,persona_2625,26,M,Chía,0,4,2,1247
2626,persona_2626,54,M,Bogotá,3,10,2,3548
2627,persona_2627,49,F,Chía,2,0,1,2729
2628,persona_2628,49,M,Bogotá,0,4,0,1977
2629,persona_2629,35,F,Bogotá,1,3,2,3358
2630,persona_2630,70,F,Cajica,0,4,2,3033
2631,persona_2631,61,F,Zipaquira,0,8,0,2601
2632,persona_2632,63,M,Chía,3,2,1,4226
2633,persona_2633,37,F,Cajica,3,2,0,3486
2634,persona_2634,37,M,Chía,2,5,0,4681
2635,persona_2635,22,F,Cota,0,0,0,4550
2636,persona_2636,56,F,Cota,3,10,0,3229
2637,persona_2637,64,M,Zipaquira,3,5,0,1862
2638,persona_2638,24,M,Cota,2,2,0,2706
2639,persona_2639,60,F,Cota,3,3,2,4809
2640,persona_2640,33,F,Cota,2,2,0,4733
2641,persona_2641,42,M,Cota,0,3,1,4572
2642,persona_2642,56,M,Bogotá,0,8,0,4680
2643,persona_2643,58,M,Cota,1,6,0,4681
2644,persona_2644,65,M,Chía,3,1,2,3850
2645,persona_2645,62,M,Cota,2,3,0,4621
2646,persona_2646,69,F,Cajica,1,10,1,1818
2647,persona_2647,41,M,Cota,2,8,2,3894
2648,persona_2648,66,M,Cajica,3,1,0,1691
2649,persona_2649,41,F,Cota,1,6,2,2002
2650,persona_2650,23,F,Cajica,0,3,0,2644
2651,persona_2651,54,M,Cajica,2,9,1,2406
2652,persona_2652,48,F,Bogotá,0,8,1,4597
2653,persona_2653,24,F,Cota,3,2,0,1656
2654,persona_2654,60,M,Cajica,2,10,2,3890
2655,persona_2655,46,M,Zipaquira,3,8,1,2254
2656,persona_2656,62,M,Bogotá,0,8,2,3625
2657,persona_2657,31,F,Cajica,3,1,1,1625
2658,persona_2658,34,F,Bogotá,3,5,2,2946
2659,persona_2659,26,F,Cajica,0,3,2,3545
2660,persona_2660,51,M,Chía,1,3,1,2879
2661,persona_2661,59,M,Cota,0,6,2,3641
2662,persona_2662,65,M,Bogotá,2,2,2,1845
2663,persona_2663,54,F,Zipaquira,0,2,2,2787
2664,persona_2664,45,M,Zipaquira,3,6,1,3943
2665,persona_2665,56,M,Cota,2,2,1,3854
2666,persona_2666,36,F,Cajica,3,1,2,1148
2667,persona_2667,22,M,Zipaquira,3,1,0,1285
2668,persona_2668,40,M,Cajica,0,0,2,4406
2669,persona_2669,37,M,Cajica,1,0,2,4048
2670,persona_2670,42,F,Cota,2,8,1,1472
2671,persona_2671,20,M,Cajica,1,5,0,4221
2672,persona_2672,50,M,Zipaquira,3,0,0,4795
2673,persona_2673,67,M,Cajica,1,6,0,2574
2674,persona_2674,67,M,Cota,3,1,2,1454
2675,persona_2675,69,F,Cajica,2,4,1,4578
2676,persona_2676,21,F,Cajica,3,10,1,2832
2677,persona_2677,42,F,Zipaquira,3,0,0,4844
2678,persona_2678,58,M,Zipaquira,1,8,0,2576
2679,persona_2679,32,M,Cota,1,5,0,3152
2680,persona_2680,60,F,Cota,3,4,2,4055
2681,persona_2681,54,F,Cajica,0,8,2,4443
2682,persona_2682,34,F,Zipaquira,1,5,0,4962
2683,persona_2683,56,F,Cota,3,2,1,3520
2684,persona_2684,42,F,Cajica,1,1,0,3835
2685,persona_2685,40,M,Zipaquira,3,9,1,3414
2686,persona_2686,20,M,Zipaquira,3,1,0,3924
2687,persona_2687,64,M,Bogotá,0,5,1,4339
2688,persona_2688,65,M,Bogotá,3,4,2,1378
2689,persona_2689,35,M,Chía,1,5,1,2045
2690,persona_2690,47,F,Cota,1,10,2,3704
2691,persona_2691,22,F,Cajica,1,5,2,3842
2692,persona_2692,49,F,Cajica,2,9,1,3783
2693,persona_2693,65,F,Cota,3,1,2,2205
2694,persona_2694,40,M,Bogotá,1,8,0,1489
2695,persona_2695,51,F,Bogotá,3,2,2,3562
2696,persona_2696,35,M,Bogotá,0,8,1,2227
2697,persona_2697,39,M,Bogotá,2,4,1,3313
2698,persona_2698,37,F,Zipaquira,2,1,0,1571
2699,persona_2699,42,F,Zipaquira,0,2,1,1853
2700,persona_2700,41,M,Chía,2,2,1,1554
2701,persona_2701,68,M,Bogotá,2,3,1,2664
2702,persona_2702,70,F,Bogotá,3,0,0,2456
2703,persona_2703,38,F,Zipaquira,2,3,0,3538
2704,persona_2704,38,F,Bogotá,3,6,0,2040
2705,persona_2705,40,F,Zipaquira,0,0,2,4528
2706,persona_2706,66,M,Cota,1,9,1,4890
2707,persona_2707,65,F,Chía,0,8,0,2635
2708,persona_2708,36,F,Cota,1,8,0,2731
2709,persona_2709,40,F,Bogotá,0,7,1,4520
2710,persona_2710,32,F,Cajica,2,9,1,3768
2711,persona_2711,25,F,Cajica,3,2,1,3875
2712,persona_2712,24,M,Cajica,1,2,0,1577
2713,persona_2713,56,F,Bogotá,0,3,2,4477
2714,persona_2714,42,M,Chía,3,7,1,1462
2715,persona_2715,26,M,Chía,1,10,0,3597
2716,persona_2716,39,M,Bogotá,1,4,0,3655
2717,persona_2717,25,F,Zipaquira,1,7,1,3675
2718,persona_2718,37,F,Chía,1,2,2,2084
2719,persona_2719,37,F,Bogotá,2,2,0,2466
2720,persona_2720,50,F,Zipaquira,1,3,0,2255
2721,persona_2721,23,M,Cajica,0,9,2,2231
2722,persona_2722,45,F,Bogotá,1,7,0,941
2723,persona_2723,54,M,Cota,0,9,1,2893
2724,persona_2724,54,F,Cota,1,7,0,4058
2725,persona_2725,34,M,Cajica,1,10,0,2553
2726,persona_2726,26,F,Zipaquira,1,0,1,1013
2727,persona_2727,58,M,Bogotá,0,7,0,1664
2728,persona_2728,68,M,Chía,1,8,0,4415
2729,persona_2729,69,M,Chía,0,3,2,1460
2730,persona_2730,43,F,Chía,2,0,2,3631
2731,persona_2731,63,F,Cota,2,3,2,1860
2732,persona_2732,64,F,Bogotá,0,10,1,4098
2733,persona_2733,29,F,Cota,0,4,2,1174
2734,persona_2734,64,M,Cajica,1,4,1,2856
2735,persona_2735,50,F,Cajica,3,0,1,4412
2736,persona_2736,56,M,Zipaquira,3,5,1,1651
2737,persona_2737,56,M,Bogotá,1,9,1,2608
2738,persona_2738,40,F,Bogotá,1,0,1,4854
2739,persona_2739,36,F,Cajica,1,1,2,1277
2740,persona_2740,43,F,Bogotá,0,10,0,1067
2741,persona_2741,43,F,Zipaquira,1,8,0,3278
2742,persona_2742,42,F,Chía,3,3,2,3958
2743,persona_2743,34,F,Bogotá,1,1,1,2572
2744,persona_2744,24,M,Cajica,2,2,2,4545
2745,persona_2745,70,M,Cajica,0,10,1,3099
2746,persona_2746,50,M,Bogotá,0,8,0,3593
2747,persona_2747,59,F,Chía,0,9,1,4655
2748,persona_2748,65,M,Cajica,3,5,2,3496
2749,persona_2749,41,F,Cota,0,1,1,4679
2750,persona_2750,20,F,Cota,0,9,2,3019
2751,persona_2751,67,F,Chía,2,10,0,2721
2752,persona_2752,37,F,Bogotá,1,6,1,3081
2753,persona_2753,42,M,Zipaquira,3,0,2,3979
2754,persona_2754,60,F,Chía,3,0,1,3525
2755,persona_2755,22,F,Zipaquira,3,3,2,2245
2756,persona_2756,37,M,Chía,3,9,1,1626
2757,persona_2757,65,F,Bogotá,2,0,2,2466
2758,persona_2758,67,F,Zipaquira,1,1,1,4945
2759,persona_2759,36,F,Bogotá,2,0,1,2163
2760,persona_2760,58,F,Chía,2,4,1,1214
2761,persona_2761,46,F,Chía,3,4,1,2736
2762,persona_2762,64,M,Cota,2,8,0,4774
2763,persona_2763,29,M,Cajica,3,2,0,1505
2764,persona_2764,48,F,Cota,3,2,2,3646
2765,persona_2765,59,M,Zipaquira,2,10,0,2471
2766,persona_2766,37,F,Cajica,0,1,0,3955
2767,persona_2767,20,F,Cajica,1,10,1,2434
2768,persona_2768,43,M,Cota,1,10,0,4018
2769,persona_2769,28,F,Cota,3,0,1,1041
2770,persona_2770,23,M,Cajica,1,7,0,2082
2771,persona_2771,68,M,Cota,3,3,2,4348
2772,persona_2772,65,F,Cajica,1,1,1,930
2773,persona_2773,42,M,Cajica,2,6,0,1385
2774,persona_2774,66,M,Bogotá,3,3,2,2977
2775,persona_2775,38,F,Bogotá,3,4,2,3190
2776,persona_2776,68,M,Zipaquira,0,10,0,2527
2777,persona_2777,26,F,Cota,2,3,2,2009
2778,persona_2778,22,F,Cajica,2,0,2,1025
2779,persona_2779,51,F,Zipaquira,3,7,0,1030
2780,persona_2780,53,M,Bogotá,3,9,1,1155
2781,persona_2781,51,M,Cota,1,5,1,3593
2782,persona_2782,35,M,Chía,3,0,2,2832
2783,persona_2783,46,F,Chía,0,1,0,2724
2784,persona_2784,30,F,Chía,3,10,0,4164
2785,persona_2785,45,F,Bogotá,3,10,2,3143
2786,persona_2786,59,F,Chía,2,4,2,1725
2787,persona_2787,50,F,Chía,0,4,2,3312
2788,persona_2788,24,M,Chía,1,6,0,1687
2789,persona_2789,21,F,Cota,0,9,2,2363
2790,persona_2790,51,M,Cajica,0,2,0,1537
2791,persona_2791,26,M,Cota,2,2,2,2552
2792,persona_2792,26,M,Cajica,0,2,1,4687
2793,persona_2793,61,M,Chía,2,10,0,3039
2794,persona_2794,21,M,Cota,1,6,0,4868
2795,persona_2795,70,M,Cota,1,0,1,2425
2796,persona_2796,59,M,Cajica,1,6,2,3529
2797,persona_2797,64,M,Cota,2,2,1,4651
2798,persona_2798,20,M,Bogotá,1,10,0,3429
2799,persona_2799,70,F,Cota,3,8,0,2668
2800,persona_2800,50,F,Cajica,1,7,2,3135
2801,persona_2801,64,M,Cota,1,3,1,3938
2802,persona_2802,46,M,Cota,1,3,2,2765
2803,persona_2803,62,M,Cajica,1,5,2,4551
2804,persona_2804,40,M,Chía,3,3,2,4575
2805,persona_2805,52,F,Cota,0,9,0,1570
2806,persona_2806,55,F,Chía,0,0,2,4991
2807,persona_2807,38,M,Cota,0,7,1,4981
2808,persona_2808,27,M,Cota,0,4,0,3564
2809,persona_2809,26,F,Cota,0,4,1,1709
2810,persona_2810,23,F,Cota,2,9,2,3912
2811,persona_2811,37,F,Bogotá,0,5,0,3176
2812,persona_2812,35,M,Cajica,2,10,2,4474
2813,persona_2813,28,M,Bogotá,2,2,2,3784
2814,persona_2814,54,M,Bogotá,1,1,0,4751
2815,persona_2815,32,M,Chía,0,6,2,2997
2816,persona_2816,70,F,Bogotá,1,9,2,2116
2817,persona_2817,63,M,Cajica,0,6,0,2448
2818,persona_2818,57,F,Cajica,3,8,2,2497
2819,persona_2819,65,F,Cota,2,4,0,3734
2820,persona_2820,25,F,Zipaquira,1,4,2,2493
2821,persona_2821,54,M,Cajica,1,4,1,4437
2822,persona_2822,43,F,Cajica,3,9,0,1839
2823,persona_2823,23,M,Cota,1,1,1,3883
2824,persona_2824,30,F,Zipaquira,3,5,0,1338
2825,persona_2825,23,F,Zipaquira,2,1,1,3851
2826,persona_2826,67,M,Chía,0,4,0,4655
2827,persona_2827,31,M,Bogotá,1,8,0,2702
2828,persona_2828,43,M,Chía,2,2,1,2114
2829,persona_2829,44,F,Cajica,3,0,2,4032
2830,persona_2830,53,F,Bogotá,0,10,2,4878
2831,persona_2831,32,F,Chía,1,7,2,2554
2832,persona_2832,55,M,Cajica,2,8,0,1220
2833,persona_2833,38,F,Cota,3,1,2,1292
2834,persona_2834,31,F,Zipaquira,3,6,0,1892
2835,persona_2835,32,F,Bogotá,1,4,2,2609
2836,persona_2836,52,M,Cota,0,3,0,4521
2837,persona_2837,58,M,Cajica,0,2,1,4497
2838,persona_2838,53,F,Cota,0,0,0,4879
2839,persona_2839,27,M,Cajica,0,10,0,4315
2840,persona_2840,50,F,Zipaquira,2,3,0,1379
2841,persona_2841,54,F,Chía,3,3,1,2948
2842,persona_2842,59,M,Cajica,1,7,2,4965
2843,persona_2843,68,F,Cajica,2,2,2,1619
2844,persona_2844,34,F,Bogotá,0,0,0,1031
2845,persona_2845,30,M,Bogotá,1,5,1,3237
2846,persona_2846,29,M,Cota,3,3,0,4469
2847,persona_2847,30,F,Bogotá,2,6,0,3991
2848,persona_2848,26,F,Chía,1,6,1,1806
2849,persona_2849,57,M,Cota,3,9,1,3437
2850,persona_2850,53,M,Bogotá,3,6,0,2996
2851,persona_2851,40,F,Cajica,1,3,1,4563
2852,persona_2852,46,M,Cajica,3,9,2,4275
2853,persona_2853,59,M,Cajica,1,6,1,2526
2854,persona_2854,46,M,Cajica,2,2,2,4812
2855,persona_2855,52,M,Bogotá,1,5,1,3885
2856,persona_2856,47,M,Cota,3,4,2,4512
2857,persona_2857,39,F,Cota,0,6,1,3751
2858,persona_2858,65,M,Bogotá,3,10,2,3505
2859,persona_2859,59,F,Zipaquira,0,4,1,2322
2860,persona_2860,20,M,Chía,3,0,0,3066
2861,persona_2861,55,F,Zipaquira,1,7,1,3706
2862,persona_2862,55,M,Chía,3,6,0,3596
2863,persona_2863,26,M,Cajica,1,9,2,2660
2864,persona_2864,64,F,Chía,0,8,2,4295
2865,persona_2865,39,M,Bogotá,3,0,0,1036
2866,persona_2866,32,M,Bogotá,2,9,1,4623
2867,persona_2867,64,F,Zipaquira,0,4,2,2220
2868,persona_2868,64,M,Cota,2,7,2,4294
2869,persona_2869,42,F,Chía,0,1,0,2720
2870,persona_2870,47,F,Cota,0,3,1,3093
2871,persona_2871,39,F,Bogotá,1,0,1,2513
2872,persona_2872,60,F,Zipaquira,1,4,2,4181
2873,persona_2873,43,F,Chía,2,0,2,2049
2874,persona_2874,48,F,Cajica,0,7,0,1157
2875,persona_2875,50,M,Chía,1,0,1,1805
2876,persona_2876,67,M,Chía,1,1,2,2933
2877,persona_2877,41,F,Zipaquira,3,3,0,2603
2878,persona_2878,64,F,Cajica,0,7,2,4637
2879,persona_2879,36,M,Cota,3,4,1,2677
2880,persona_2880,26,M,Bogotá,0,1,0,3844
2881,persona_2881,37,M,Bogotá,1,9,0,2371
2882,persona_2882,50,M,Chía,2,7,1,4936
2883,persona_2883,35,F,Zipaquira,1,6,1,3505
2884,persona_2884,26,M,Zipaquira,3,3,1,4709
2885,persona_2885,49,M,Bogotá,2,5,2,1796
2886,persona_2886,33,F,Bogotá,3,6,1,2497
2887,persona_2887,37,M,Bogotá,3,2,1,2607
2888,persona_2888,55,F,Bogotá,2,7,0,3661
2889,persona_2889,68,F,Cajica,0,9,2,2867
2890,persona_2890,34,F,Cajica,1,2,0,4484
2891,persona_2891,70,F,Cota,2,2,2,962
2892,persona_2892,69,M,Zipaquira,2,10,2,1891
2893,persona_2893,58,F,Chía,2,4,1,3136
2894,persona_2894,59,F,Zipaquira,0,7,2,922
2895,persona_2895,32,F,Chía,0,6,1,3461
2896,persona_2896,70,F,Chía,0,8,2,4771
2897,persona_2897,54,F,Chía,0,2,1,4860
2898,persona_2898,43,F,Chía,0,7,2,954
2899,persona_2899,46,F,Chía,1,4,1,2878
2900,persona_2900,68,F,Chía,3,0,0,2172
2901,persona_2901,50,M,Chía,3,10,1,1990
2902,persona_2902,28,F,Cajica,2,6,2,3322
2903,persona_2903,40,M,Cota,3,5,1,4220
2904,persona_2904,68,F,Cota,3,3,0,3450
2905,persona_2905,60,F,Zipaquira,3,9,1,3187
2906,persona_2906,39,M,Cajica,2,2,1,1518
2907,persona_2907,40,M,Cajica,3,6,1,3598
2908,persona_2908,69,M,Bogotá,1,0,0,3667
2909,persona_2909,37,F,Bogotá,0,1,0,903
2910,persona_2910,63,F,Cajica,0,6,2,4974
2911,persona_2911,51,M,Cajica,3,8,1,2420
2912,persona_2912,67,M,Chía,1,10,1,1581
2913,persona_2913,69,M,Zipaquira,0,9,0,3822
2914,persona_2914,30,M,Chía,2,9,0,1190
2915,persona_2915,51,M,Cota,0,2,0,1412
2916,persona_2916,24,M,Cota,1,0,2,2688
2917,persona_2917,47,M,Bogotá,2,9,0,1200
2918,persona_2918,35,F,Cajica,0,4,0,2090
2919,persona_2919,60,M,Zipaquira,1,0,0,3218
2920,persona_2920,25,F,Zipaquira,0,4,2,991
2921,persona_2921,33,M,Cajica,1,10,2,4017
2922,persona_2922,49,M,Cota,0,9,2,1669
2923,persona_2923,29,M,Bogotá,1,5,1,2908
2924,persona_2924,54,M,Cota,0,6,2,3189
2925,persona_2925,69,M,Zipaquira,3,3,2,4133
2926,persona_2926,34,M,Zipaquira,0,1,1,2261
2927,persona_2927,31,M,Cota,2,2,0,1159
2928,persona_2928,30,M,Zipaquira,3,1,0,928
2929,persona_2929,29,F,Bogotá,0,1,0,1954
2930,persona_2930,40,M,Chía,1,10,0,1093
2931,persona_2931,46,M,Zipaquira,3,7,2,4987
2932,persona_2932,69,M,Bogotá,0,7,1,4146
2933,persona_2933,23,F,Chía,2,0,2,2349
2934,persona_2934,22,F,Cajica,2,7,2,4061
2935,persona_2935,42,M,Bogotá,2,9,2,1052
2936,persona_2936,44,M,Chía,2,10,0,3799
2937,persona_2937,52,F,Bogotá,0,6,2,3895
2938,persona_2938,57,M,Bogotá,0,6,0,1979
2939,persona_2939,70,M,Cota,0,0,1,2056
2940,persona_2940,43,M,Zipaquira,2,0,0,3511
2941,persona_2941,69,F,Chía,2,5,1,3118
2942,persona_2942,63,F,Bogotá,1,2,2,2942
2943,persona_2943,55,M,Cajica,3,1,0,3304
2944,persona_2944,49,M,Cajica,0,7,1,1836
2945,persona_2945,23,F,Chía,1,10,0,3589
2946,persona_2946,30,F,Zipaquira,1,3,2,3755
2947,persona_2947,38,F,Zipaquira,2,10,0,3616
2948,persona_2948,63,F,Cota,1,6,0,3700
2949,persona_2949,43,F,Cajica,0,3,2,4525
2950,persona_2950,49,M,Cota,3,2,2,1714
2951,persona_2951,20,F,Zipaquira,2,2,2,2405
2952,persona_2952,22,F,Zipaquira,0,1,1,4238
2953,persona_2953,68,F,Zipaquira,1,3,1,1655
2954,persona_2954,25,F,Bogotá,1,6,0,3211
2955,persona_2955,24,M,Zipaquira,1,1,2,1141
2956,persona_2956,49,F,Cota,2,3,1,1798
2957,persona_2957,53,M,Chía,1,7,2,3306
2958,persona_2958,22,F,Cajica,0,6,0,1619
2959,persona_2959,57,F,Cota,0,1,1,1268
2960,persona_2960,22,M,Chía,3,9,2,1585
2961,persona_2961,47,M,Cota,2,2,2,3042
2962,persona_2962,69,M,Bogotá,1,4,0,3257
2963,persona_2963,25,M,Cota,0,5,2,3107
2964,persona_2964,61,F,Bogotá,1,1,0,2544
2965,persona_2965,58,F,Zipaquira,0,0,0,1826
2966,persona_2966,43,M,Bogotá,2,9,2,2912
2967,persona_2967,47,M,Cajica,3,5,1,1303
2968,persona_2968,54,F,Zipaquira,0,0,2,1150
2969,persona_2969,70,F,Cota,1,7,2,3737
2970,persona_2970,44,M,Cajica,3,9,1,2282
2971,persona_2971,22,M,Chía,0,1,2,3203
2972,persona_2972,58,F,Cota,0,3,1,2317
2973,persona_2973,30,M,Zipaquira,1,6,1,1424
2974,persona_2974,48,M,Cota,0,4,0,2633
2975,persona_2975,39,M,Zipaquira,2,5,1,2930
2976,persona_2976,21,M,Cota,1,9,1,3599
2977,persona_2977,69,F,Cajica,1,6,1,3899
2978,persona_2978,27,F,Cajica,3,2,1,3779
2979,persona_2979,24,F,Zipaquira,0,5,0,1773
2980,persona_2980,40,F,Cota,0,5,0,4895
2981,persona_2981,64,F,Zipaquira,0,0,1,2425
2982,persona_2982,70,F,Bogotá,1,3,2,4932
2983,persona_2983,30,F,Cajica,0,5,1,4029
